CurrentLevel,WaveNumber,CurrentLives,CoverageByTower,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,processing_date,target_hp,target_speed
3.0,10.0,6.0,53.57,,,,,,,,2025-04-12 10:37:37.539737,1.907,1.914
4.0,1.0,11.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,1.152,1.227
4.0,1.0,7.0,14.81,,,,,,,,2025-04-12 10:37:37.539737,1.061,1.135
4.0,2.0,7.0,14.81,,,,,,,,2025-04-12 10:37:37.539737,1.113,1.188
4.0,2.0,7.0,16.67,,,,,,,,2025-04-12 10:37:37.539737,1.127,1.202
4.0,3.0,7.0,16.67,,,,,,,,2025-04-12 10:37:37.539737,1.184,1.259
4.0,3.0,6.0,20.37,,,,,,,,2025-04-12 10:37:37.539737,1.16,1.234
4.0,4.0,6.0,20.37,,,,,,,,2025-04-12 10:37:37.539737,1.219,1.292
4.0,4.0,6.0,22.22,,,,,,,,2025-04-12 10:37:37.539737,1.235,1.308
4.0,5.0,6.0,22.22,,,,,,,,2025-04-12 10:37:37.539737,1.298,1.368
4.0,5.0,6.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,1.334,1.402
4.0,6.0,6.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,1.402,1.466
4.0,6.0,5.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,1.336,1.404
4.0,7.0,5.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,1.405,1.469
4.0,7.0,5.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,1.405,1.469
4.0,8.0,5.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,1.478,1.536
4.0,8.0,5.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,1.478,1.536
4.0,9.0,5.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,1.554,1.604
4.0,9.0,4.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,1.481,1.538
4.0,10.0,4.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,1.557,1.607
4.0,10.0,4.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,1.557,1.607
1.0,1.0,15.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,1.068,1.142
1.0,1.0,0.0,17.39,,,,,,,,2025-04-12 10:37:37.539737,0.711,0.723
1.0,1.0,15.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,1.068,1.142
1.0,1.0,8.0,26.09,,,,,,,,2025-04-12 10:37:37.539737,0.932,0.999
1.0,2.0,8.0,26.09,,,,,,,,2025-04-12 10:37:37.539737,0.975,1.045
1.0,2.0,8.0,26.09,,,,,,,,2025-04-12 10:37:37.539737,0.975,1.045
1.0,3.0,8.0,26.09,,,,,,,,2025-04-12 10:37:37.539737,1.02,1.093
1.0,3.0,8.0,34.78,,,,,,,,2025-04-12 10:37:37.539737,1.083,1.157
1.0,4.0,8.0,34.78,,,,,,,,2025-04-12 10:37:37.539737,1.137,1.212
1.0,4.0,8.0,34.78,,,,,,,,2025-04-12 10:37:37.539737,1.137,1.212
1.0,5.0,8.0,34.78,,,,,,,,2025-04-12 10:37:37.539737,1.194,1.268
1.0,5.0,8.0,34.78,,,,,,,,2025-04-12 10:37:37.539737,1.194,1.268
1.0,6.0,8.0,34.78,,,,,,,,2025-04-12 10:37:37.539737,1.255,1.327
1.0,6.0,8.0,34.78,,,,,,,,2025-04-12 10:37:37.539737,1.255,1.327
1.0,7.0,8.0,34.78,,,,,,,,2025-04-12 10:37:37.539737,1.32,1.389
1.0,7.0,8.0,39.13,,,,,,,,2025-04-12 10:37:37.539737,1.362,1.429
1.0,8.0,8.0,39.13,,,,,,,,2025-04-12 10:37:37.539737,1.432,1.494
1.0,8.0,8.0,47.83,,,,,,,,2025-04-12 10:37:37.539737,1.526,1.579
1.0,9.0,8.0,47.83,,,,,,,,2025-04-12 10:37:37.539737,1.604,1.649
1.0,9.0,8.0,47.83,,,,,,,,2025-04-12 10:37:37.539737,1.604,1.649
1.0,10.0,8.0,47.83,,,,,,,,2025-04-12 10:37:37.539737,1.686,1.722
1.0,10.0,5.0,52.17,,,,,,,,2025-04-12 10:37:37.539737,1.506,1.561
2.0,1.0,10.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,0.931,0.997
2.0,1.0,10.0,58.33,,,,,,,,2025-04-12 10:37:37.539737,1.396,1.46
2.0,2.0,10.0,58.33,,,,,,,,2025-04-12 10:37:37.539737,1.468,1.526
2.0,2.0,9.0,66.67,,,,,,,,2025-04-12 10:37:37.539737,1.486,1.543
2.0,3.0,9.0,66.67,,,,,,,,2025-04-12 10:37:37.539737,1.562,1.612
2.0,3.0,9.0,83.33,,,,,,,,2025-04-12 10:37:37.539737,1.76,1.787
2.0,4.0,9.0,83.33,,,,,,,,2025-04-12 10:37:37.539737,1.849,1.864
2.0,4.0,9.0,91.67,,,,,,,,2025-04-12 10:37:37.539737,1.96,1.959
2.0,5.0,9.0,91.67,,,,,,,,2025-04-12 10:37:37.539737,2.056,2.04
2.0,5.0,8.0,91.67,,,,,,,,2025-04-12 10:37:37.539737,1.963,1.962
2.0,6.0,8.0,91.67,,,,,,,,2025-04-12 10:37:37.539737,2.06,2.043
2.0,6.0,8.0,91.67,,,,,,,,2025-04-12 10:37:37.539737,2.06,2.043
2.0,7.0,8.0,91.67,,,,,,,,2025-04-12 10:37:37.539737,2.16,2.127
2.0,7.0,8.0,91.67,,,,,,,,2025-04-12 10:37:37.539737,2.16,2.127
2.0,8.0,8.0,91.67,,,,,,,,2025-04-12 10:37:37.539737,2.263,2.213
2.0,8.0,8.0,91.67,,,,,,,,2025-04-12 10:37:37.539737,2.263,2.213
2.0,9.0,8.0,91.67,,,,,,,,2025-04-12 10:37:37.539737,2.371,2.3
2.0,9.0,8.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.504,2.408
2.0,10.0,8.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.619,2.5
2.0,10.0,8.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.619,2.5
3.0,1.0,13.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,1.159,1.234
3.0,1.0,13.0,25.0,,,,,,,,2025-04-12 10:37:37.539737,1.387,1.452
3.0,2.0,13.0,25.0,,,,,,,,2025-04-12 10:37:37.539737,1.459,1.518
3.0,2.0,13.0,25.0,,,,,,,,2025-04-12 10:37:37.539737,1.459,1.518
3.0,3.0,13.0,25.0,,,,,,,,2025-04-12 10:37:37.539737,1.534,1.587
3.0,3.0,12.0,32.14,,,,,,,,2025-04-12 10:37:37.539737,1.539,1.592
3.0,4.0,12.0,32.14,,,,,,,,2025-04-12 10:37:37.539737,1.618,1.662
3.0,4.0,12.0,39.29,,,,,,,,2025-04-12 10:37:37.539737,1.703,1.738
3.0,5.0,12.0,39.29,,,,,,,,2025-04-12 10:37:37.539737,1.79,1.813
3.0,5.0,12.0,53.57,,,,,,,,2025-04-12 10:37:37.539737,1.978,1.974
3.0,6.0,12.0,53.57,,,,,,,,2025-04-12 10:37:37.539737,2.075,2.056
3.0,6.0,12.0,67.86,,,,,,,,2025-04-12 10:37:37.539737,2.286,2.231
3.0,7.0,12.0,67.86,,,,,,,,2025-04-12 10:37:37.539737,2.394,2.319
3.0,7.0,12.0,67.86,,,,,,,,2025-04-12 10:37:37.539737,2.394,2.319
3.0,8.0,12.0,67.86,,,,,,,,2025-04-12 10:37:37.539737,2.505,2.409
3.0,8.0,12.0,67.86,,,,,,,,2025-04-12 10:37:37.539737,2.505,2.409
3.0,9.0,12.0,67.86,,,,,,,,2025-04-12 10:37:37.539737,2.62,2.501
3.0,9.0,12.0,67.86,,,,,,,,2025-04-12 10:37:37.539737,2.62,2.501
3.0,10.0,12.0,67.86,,,,,,,,2025-04-12 10:37:37.539737,2.739,2.595
3.0,10.0,10.0,78.57,,,,,,,,2025-04-12 10:37:37.539737,2.693,2.559
4.0,1.0,15.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,1.396,1.46
4.0,1.0,2.0,12.96,,,,,,,,2025-04-12 10:37:37.539737,0.85,0.906
4.0,2.0,2.0,12.96,,,,,,,,2025-04-12 10:37:37.539737,0.884,0.946
4.0,2.0,0.0,14.81,,,,,,,,2025-04-12 10:37:37.539737,0.829,0.882
1.0,1.0,15.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,1.068,1.142
1.0,1.0,11.0,30.43,,,,,,,,2025-04-12 10:37:37.539737,1.096,1.171
1.0,2.0,11.0,30.43,,,,,,,,2025-04-12 10:37:37.539737,1.151,1.226
1.0,2.0,10.0,34.78,,,,,,,,2025-04-12 10:37:37.539737,1.132,1.207
1.0,3.0,10.0,34.78,,,,,,,,2025-04-12 10:37:37.539737,1.19,1.264
1.0,3.0,10.0,43.48,,,,,,,,2025-04-12 10:37:37.539737,1.266,1.338
1.0,4.0,10.0,43.48,,,,,,,,2025-04-12 10:37:37.539737,1.331,1.4
1.0,4.0,10.0,47.83,,,,,,,,2025-04-12 10:37:37.539737,1.374,1.44
1.0,5.0,10.0,47.83,,,,,,,,2025-04-12 10:37:37.539737,1.445,1.505
1.0,5.0,10.0,52.17,,,,,,,,2025-04-12 10:37:37.539737,1.491,1.548
1.0,6.0,10.0,52.17,,,,,,,,2025-04-12 10:37:37.539737,1.568,1.617
1.0,6.0,10.0,52.17,,,,,,,,2025-04-12 10:37:37.539737,1.568,1.617
1.0,7.0,10.0,52.17,,,,,,,,2025-04-12 10:37:37.539737,1.648,1.689
1.0,7.0,10.0,52.17,,,,,,,,2025-04-12 10:37:37.539737,1.648,1.689
1.0,8.0,10.0,52.17,,,,,,,,2025-04-12 10:37:37.539737,1.732,1.762
1.0,8.0,10.0,56.52,,,,,,,,2025-04-12 10:37:37.539737,1.786,1.81
1.0,9.0,10.0,56.52,,,,,,,,2025-04-12 10:37:37.539737,1.876,1.887
1.0,9.0,10.0,56.52,,,,,,,,2025-04-12 10:37:37.539737,1.876,1.887
1.0,10.0,10.0,56.52,,,,,,,,2025-04-12 10:37:37.539737,1.969,1.967
1.0,10.0,10.0,60.87,,,,,,,,2025-04-12 10:37:37.539737,2.029,2.017
2.0,1.0,15.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,1.166,1.24
2.0,1.0,13.0,41.67,,,,,,,,2025-04-12 10:37:37.539737,1.43,1.492
2.0,2.0,13.0,41.67,,,,,,,,2025-04-12 10:37:37.539737,1.504,1.559
2.0,2.0,9.0,58.33,,,,,,,,2025-04-12 10:37:37.539737,1.399,1.463
2.0,3.0,9.0,58.33,,,,,,,,2025-04-12 10:37:37.539737,1.471,1.529
2.0,3.0,7.0,58.33,,,,,,,,2025-04-12 10:37:37.539737,1.335,1.403
2.0,4.0,7.0,58.33,,,,,,,,2025-04-12 10:37:37.539737,1.404,1.468
2.0,4.0,7.0,75.0,,,,,,,,2025-04-12 10:37:37.539737,1.584,1.632
2.0,5.0,7.0,75.0,,,,,,,,2025-04-12 10:37:37.539737,1.665,1.704
2.0,5.0,7.0,83.33,,,,,,,,2025-04-12 10:37:37.539737,1.767,1.793
2.0,6.0,7.0,83.33,,,,,,,,2025-04-12 10:37:37.539737,1.856,1.87
2.0,6.0,7.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.083,2.063
2.0,7.0,7.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.184,2.147
2.0,7.0,7.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.184,2.147
2.0,8.0,7.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.289,2.233
2.0,8.0,6.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.188,2.151
2.0,9.0,6.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.293,2.237
2.0,9.0,6.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.293,2.237
2.0,10.0,6.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.401,2.325
2.0,10.0,6.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.401,2.325
3.0,1.0,11.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,1.056,1.13
3.0,1.0,11.0,32.14,,,,,,,,2025-04-12 10:37:37.539737,1.326,1.395
3.0,2.0,11.0,32.14,,,,,,,,2025-04-12 10:37:37.539737,1.395,1.459
3.0,2.0,11.0,35.71,,,,,,,,2025-04-12 10:37:37.539737,1.431,1.493
3.0,3.0,11.0,35.71,,,,,,,,2025-04-12 10:37:37.539737,1.505,1.561
3.0,3.0,11.0,46.43,,,,,,,,2025-04-12 10:37:37.539737,1.626,1.669
3.0,4.0,11.0,46.43,,,,,,,,2025-04-12 10:37:37.539737,1.709,1.743
3.0,4.0,11.0,53.57,,,,,,,,2025-04-12 10:37:37.539737,1.798,1.82
3.0,5.0,11.0,53.57,,,,,,,,2025-04-12 10:37:37.539737,1.888,1.898
3.0,5.0,11.0,53.57,,,,,,,,2025-04-12 10:37:37.539737,1.888,1.898
3.0,6.0,11.0,53.57,,,,,,,,2025-04-12 10:37:37.539737,1.982,1.978
3.0,6.0,11.0,60.71,,,,,,,,2025-04-12 10:37:37.539737,2.082,2.062
3.0,7.0,11.0,60.71,,,,,,,,2025-04-12 10:37:37.539737,2.182,2.146
3.0,7.0,11.0,60.71,,,,,,,,2025-04-12 10:37:37.539737,2.182,2.146
3.0,8.0,11.0,60.71,,,,,,,,2025-04-12 10:37:37.539737,2.287,2.232
3.0,8.0,11.0,60.71,,,,,,,,2025-04-12 10:37:37.539737,2.287,2.232
3.0,9.0,11.0,60.71,,,,,,,,2025-04-12 10:37:37.539737,2.395,2.32
3.0,9.0,11.0,60.71,,,,,,,,2025-04-12 10:37:37.539737,2.395,2.32
3.0,10.0,11.0,60.71,,,,,,,,2025-04-12 10:37:37.539737,2.506,2.41
3.0,10.0,11.0,60.71,,,,,,,,2025-04-12 10:37:37.539737,2.506,2.41
4.0,1.0,15.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,1.396,1.46
4.0,1.0,14.0,14.81,,,,,,,,2025-04-12 10:37:37.539737,1.481,1.538
4.0,2.0,14.0,14.81,,,,,,,,2025-04-12 10:37:37.539737,1.557,1.607
4.0,2.0,14.0,20.37,,,,,,,,2025-04-12 10:37:37.539737,1.62,1.664
4.0,3.0,14.0,20.37,,,,,,,,2025-04-12 10:37:37.539737,1.703,1.737
4.0,3.0,14.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,1.772,1.797
4.0,4.0,14.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,1.861,1.874
4.0,4.0,14.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,1.861,1.874
4.0,5.0,14.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,1.953,1.953
4.0,5.0,13.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,1.864,1.877
4.0,6.0,13.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,1.957,1.957
4.0,6.0,13.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,1.957,1.957
4.0,7.0,13.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,2.053,2.038
4.0,7.0,13.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,2.053,2.038
4.0,8.0,13.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,2.153,2.121
4.0,8.0,13.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,2.153,2.121
4.0,9.0,13.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,2.256,2.207
4.0,9.0,13.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,2.256,2.207
4.0,10.0,13.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,2.363,2.294
4.0,10.0,13.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,2.363,2.294
1.0,1.0,15.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,1.068,1.142
1.0,1.0,7.0,30.43,,,,,,,,2025-04-12 10:37:37.539737,0.919,0.984
1.0,2.0,7.0,30.43,,,,,,,,2025-04-12 10:37:37.539737,0.96,1.029
1.0,2.0,7.0,39.13,,,,,,,,2025-04-12 10:37:37.539737,1.017,1.089
1.0,3.0,7.0,39.13,,,,,,,,2025-04-12 10:37:37.539737,1.066,1.14
1.0,3.0,7.0,47.83,,,,,,,,2025-04-12 10:37:37.539737,1.132,1.207
1.0,4.0,7.0,47.83,,,,,,,,2025-04-12 10:37:37.539737,1.189,1.264
1.0,4.0,7.0,47.83,,,,,,,,2025-04-12 10:37:37.539737,1.189,1.264
1.0,5.0,7.0,47.83,,,,,,,,2025-04-12 10:37:37.539737,1.25,1.323
1.0,5.0,7.0,52.17,,,,,,,,2025-04-12 10:37:37.539737,1.29,1.361
1.0,6.0,7.0,52.17,,,,,,,,2025-04-12 10:37:37.539737,1.356,1.423
1.0,6.0,7.0,52.17,,,,,,,,2025-04-12 10:37:37.539737,1.356,1.423
1.0,7.0,7.0,52.17,,,,,,,,2025-04-12 10:37:37.539737,1.426,1.488
1.0,7.0,7.0,56.52,,,,,,,,2025-04-12 10:37:37.539737,1.472,1.53
1.0,8.0,7.0,56.52,,,,,,,,2025-04-12 10:37:37.539737,1.548,1.599
1.0,8.0,7.0,56.52,,,,,,,,2025-04-12 10:37:37.539737,1.548,1.599
1.0,9.0,7.0,56.52,,,,,,,,2025-04-12 10:37:37.539737,1.627,1.67
1.0,9.0,7.0,60.87,,,,,,,,2025-04-12 10:37:37.539737,1.679,1.716
1.0,10.0,7.0,60.87,,,,,,,,2025-04-12 10:37:37.539737,1.764,1.791
1.0,10.0,7.0,60.87,,,,,,,,2025-04-12 10:37:37.539737,1.764,1.791
2.0,1.0,12.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,1.015,1.087
2.0,1.0,11.0,58.33,,,,,,,,2025-04-12 10:37:37.539737,1.465,1.524
2.0,2.0,11.0,58.33,,,,,,,,2025-04-12 10:37:37.539737,1.54,1.592
2.0,2.0,11.0,58.33,,,,,,,,2025-04-12 10:37:37.539737,1.54,1.592
2.0,3.0,11.0,58.33,,,,,,,,2025-04-12 10:37:37.539737,1.619,1.663
2.0,3.0,4.0,83.33,,,,,,,,2025-04-12 10:37:37.539737,1.385,1.45
2.0,4.0,4.0,83.33,,,,,,,,2025-04-12 10:37:37.539737,1.456,1.516
2.0,4.0,4.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,1.642,1.683
2.0,5.0,4.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,1.726,1.757
2.0,5.0,4.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,1.726,1.757
2.0,6.0,4.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,1.813,1.833
2.0,6.0,4.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,1.813,1.833
2.0,7.0,4.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,1.903,1.911
2.0,7.0,2.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,1.732,1.763
2.0,8.0,2.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,1.82,1.839
2.0,8.0,0.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,1.655,1.695
2.0,1.0,15.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,1.166,1.24
2.0,1.0,3.0,58.33,,,,,,,,2025-04-12 10:37:37.539737,1.004,1.076
2.0,2.0,3.0,58.33,,,,,,,,2025-04-12 10:37:37.539737,1.052,1.126
2.0,2.0,1.0,83.33,,,,,,,,2025-04-12 10:37:37.539737,1.141,1.216
2.0,3.0,1.0,83.33,,,,,,,,2025-04-12 10:37:37.539737,1.198,1.272
2.0,3.0,1.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,1.351,1.419
2.0,4.0,1.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,1.421,1.484
2.0,4.0,1.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,1.421,1.484
2.0,5.0,1.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,1.495,1.551
2.0,5.0,1.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,1.495,1.551
2.0,6.0,1.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,1.571,1.62
2.0,6.0,1.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,1.571,1.62
2.0,7.0,1.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,1.652,1.692
2.0,7.0,1.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,1.652,1.692
2.0,8.0,1.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,1.736,1.766
2.0,8.0,1.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,1.736,1.766
2.0,9.0,1.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,1.823,1.842
2.0,9.0,1.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,1.823,1.842
2.0,10.0,1.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,1.915,1.92
2.0,10.0,0.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,1.827,1.845
2.0,10.0,0.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,1.827,1.845
3.0,1.0,5.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,0.825,0.877
3.0,1.0,0.0,10.71,,,,,,,,2025-04-12 10:37:37.539737,0.747,0.777
3.0,1.0,15.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,1.275,1.346
3.0,1.0,7.0,21.43,,,,,,,,2025-04-12 10:37:37.539737,1.019,1.092
3.0,2.0,7.0,21.43,,,,,,,,2025-04-12 10:37:37.539737,1.068,1.143
3.0,2.0,7.0,39.29,,,,,,,,2025-04-12 10:37:37.539737,1.212,1.285
3.0,3.0,7.0,39.29,,,,,,,,2025-04-12 10:37:37.539737,1.274,1.345
3.0,3.0,7.0,46.43,,,,,,,,2025-04-12 10:37:37.539737,1.341,1.409
3.0,4.0,7.0,46.43,,,,,,,,2025-04-12 10:37:37.539737,1.41,1.474
3.0,4.0,7.0,50.0,,,,,,,,2025-04-12 10:37:37.539737,1.447,1.508
3.0,5.0,7.0,50.0,,,,,,,,2025-04-12 10:37:37.539737,1.522,1.576
3.0,5.0,7.0,50.0,,,,,,,,2025-04-12 10:37:37.539737,1.522,1.576
3.0,6.0,7.0,50.0,,,,,,,,2025-04-12 10:37:37.539737,1.6,1.646
3.0,6.0,7.0,50.0,,,,,,,,2025-04-12 10:37:37.539737,1.6,1.646
3.0,7.0,7.0,50.0,,,,,,,,2025-04-12 10:37:37.539737,1.682,1.718
3.0,7.0,6.0,50.0,,,,,,,,2025-04-12 10:37:37.539737,1.603,1.649
3.0,8.0,6.0,50.0,,,,,,,,2025-04-12 10:37:37.539737,1.685,1.721
3.0,8.0,6.0,50.0,,,,,,,,2025-04-12 10:37:37.539737,1.685,1.721
3.0,9.0,6.0,50.0,,,,,,,,2025-04-12 10:37:37.539737,1.77,1.796
3.0,9.0,5.0,53.57,,,,,,,,2025-04-12 10:37:37.539737,1.732,1.763
3.0,10.0,5.0,53.57,,,,,,,,2025-04-12 10:37:37.539737,1.819,1.839
3.0,10.0,5.0,60.71,,,,,,,,2025-04-12 10:37:37.539737,1.913,1.919
4.0,1.0,10.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,1.099,1.174
4.0,1.0,9.0,14.81,,,,,,,,2025-04-12 10:37:37.539737,1.164,1.239
4.0,2.0,9.0,14.81,,,,,,,,2025-04-12 10:37:37.539737,1.223,1.297
4.0,2.0,9.0,20.37,,,,,,,,2025-04-12 10:37:37.539737,1.273,1.345
4.0,3.0,9.0,20.37,,,,,,,,2025-04-12 10:37:37.539737,1.339,1.407
4.0,3.0,9.0,20.37,,,,,,,,2025-04-12 10:37:37.539737,1.339,1.407
4.0,4.0,9.0,20.37,,,,,,,,2025-04-12 10:37:37.539737,1.408,1.471
4.0,4.0,9.0,22.22,,,,,,,,2025-04-12 10:37:37.539737,1.427,1.489
4.0,5.0,9.0,22.22,,,,,,,,2025-04-12 10:37:37.539737,1.501,1.556
4.0,5.0,9.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,1.541,1.593
4.0,6.0,9.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,1.62,1.664
4.0,6.0,9.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,1.62,1.664
4.0,7.0,9.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,1.703,1.737
4.0,7.0,9.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,1.703,1.737
4.0,8.0,9.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,1.789,1.812
4.0,8.0,9.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,1.789,1.812
4.0,9.0,9.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,1.879,1.89
4.0,9.0,9.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,1.879,1.89
4.0,10.0,9.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,1.972,1.969
4.0,10.0,7.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,1.796,1.819
1.0,1.0,15.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,1.068,1.142
1.0,1.0,12.0,30.43,,,,,,,,2025-04-12 10:37:37.539737,1.149,1.224
1.0,2.0,12.0,30.43,,,,,,,,2025-04-12 10:37:37.539737,1.207,1.281
1.0,2.0,12.0,43.48,,,,,,,,2025-04-12 10:37:37.539737,1.326,1.395
1.0,3.0,12.0,43.48,,,,,,,,2025-04-12 10:37:37.539737,1.394,1.459
1.0,3.0,12.0,47.83,,,,,,,,2025-04-12 10:37:37.539737,1.439,1.5
1.0,4.0,12.0,47.83,,,,,,,,2025-04-12 10:37:37.539737,1.513,1.568
1.0,4.0,12.0,47.83,,,,,,,,2025-04-12 10:37:37.539737,1.513,1.568
1.0,5.0,12.0,47.83,,,,,,,,2025-04-12 10:37:37.539737,1.591,1.638
1.0,5.0,12.0,47.83,,,,,,,,2025-04-12 10:37:37.539737,1.591,1.638
1.0,6.0,12.0,47.83,,,,,,,,2025-04-12 10:37:37.539737,1.672,1.71
1.0,6.0,12.0,47.83,,,,,,,,2025-04-12 10:37:37.539737,1.672,1.71
1.0,7.0,12.0,47.83,,,,,,,,2025-04-12 10:37:37.539737,1.757,1.785
1.0,7.0,12.0,56.52,,,,,,,,2025-04-12 10:37:37.539737,1.868,1.881
1.0,8.0,12.0,56.52,,,,,,,,2025-04-12 10:37:37.539737,1.961,1.96
1.0,8.0,12.0,65.22,,,,,,,,2025-04-12 10:37:37.539737,2.083,2.063
1.0,9.0,12.0,65.22,,,,,,,,2025-04-12 10:37:37.539737,2.183,2.147
1.0,9.0,12.0,65.22,,,,,,,,2025-04-12 10:37:37.539737,2.183,2.147
1.0,10.0,12.0,65.22,,,,,,,,2025-04-12 10:37:37.539737,2.288,2.233
1.0,10.0,12.0,65.22,,,,,,,,2025-04-12 10:37:37.539737,2.288,2.233
2.0,1.0,15.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,1.166,1.24
2.0,1.0,6.0,58.33,,,,,,,,2025-04-12 10:37:37.539737,1.152,1.227
2.0,2.0,6.0,58.33,,,,,,,,2025-04-12 10:37:37.539737,1.21,1.284
2.0,2.0,6.0,75.0,,,,,,,,2025-04-12 10:37:37.539737,1.365,1.432
2.0,3.0,6.0,75.0,,,,,,,,2025-04-12 10:37:37.539737,1.436,1.497
2.0,3.0,6.0,91.67,,,,,,,,2025-04-12 10:37:37.539737,1.619,1.663
2.0,4.0,6.0,91.67,,,,,,,,2025-04-12 10:37:37.539737,1.702,1.736
2.0,4.0,6.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,1.806,1.827
2.0,5.0,6.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,1.896,1.905
