CurrentLevel;WaveNumber;TowerID;TowerType;Action;Level;Range;FireRate;Cost;Timestamp
2;4;-7160348;Rocket;Update;0;8;0,5;12;2025.01.29 16:15
2;4;-7152206;Rocket;Update;0;8;0,5;12;2025.01.29 16:15
2;4;-7129114;MachineGun;Update;1;7;5;12;2025.01.29 16:15
2;4;-7126582;MachineGun;Update;1;7;5;12;2025.01.29 16:15
2;4;-7123500;MachineGun;Update;1;7;5;12;2025.01.29 16:15
2;4;-7115634;MachineGun;Update;1;7;5;12;2025.01.29 16:15
2;4;-7109762;MachineGun;Update;1;7;5;12;2025.01.29 16:15
2;4;-7105610;Rocket;Update;0;8;0,5;12;2025.01.29 16:15
2;5;-7233666;Laser;Update;1;6;2;46;2025.01.29 16:16
2;5;-7209312;Rocket;Update;1;10;0,65;36;2025.01.29 16:16
2;5;-7179282;Rocket;Update;0;8;0,5;12;2025.01.29 16:16
2;5;-7170990;Rocket;Update;0;8;0,5;12;2025.01.29 16:16
2;5;-7160348;Rocket;Update;0;8;0,5;12;2025.01.29 16:16
2;5;-7152206;Rocket;Update;0;8;0,5;12;2025.01.29 16:16
2;5;-7129114;MachineGun;Update;1;7;5;12;2025.01.29 16:16
2;5;-7126582;MachineGun;Update;1;7;5;12;2025.01.29 16:16
2;5;-7123500;MachineGun;Update;1;7;5;12;2025.01.29 16:16
2;5;-7115634;MachineGun;Update;1;7;5;12;2025.01.29 16:16
2;5;-7109762;MachineGun;Update;1;7;5;12;2025.01.29 16:16
2;5;-7105610;Rocket;Update;0;8;0,5;12;2025.01.29 16:16
2;6;-7261898;Rocket;Update;1;10;0,65;36;2025.01.29 16:16
2;6;-7259664;Rocket;Update;1;10;0,65;36;2025.01.29 16:16
2;6;-7233666;Laser;Update;1;6;2;46;2025.01.29 16:16
2;6;-7209312;Rocket;Update;1;10;0,65;36;2025.01.29 16:16
2;6;-7179282;Rocket;Update;0;8;0,5;12;2025.01.29 16:16
2;6;-7170990;Rocket;Update;0;8;0,5;12;2025.01.29 16:16
2;6;-7160348;Rocket;Update;0;8;0,5;12;2025.01.29 16:16
2;6;-7129114;MachineGun;Update;1;7;5;12;2025.01.29 16:16
2;6;-7126582;MachineGun;Update;1;7;5;12;2025.01.29 16:16
2;6;-7123500;MachineGun;Update;1;7;5;12;2025.01.29 16:16
2;6;-7115634;MachineGun;Update;1;7;5;12;2025.01.29 16:16
2;6;-7109762;MachineGun;Update;1;7;5;12;2025.01.29 16:16
2;7;-7285734;MachineGun;Update;2;8;5;26;2025.01.29 16:16
2;7;-7281990;MachineGun;Update;2;8;5;26;2025.01.29 16:16
2;7;-7261898;Rocket;Update;1;10;0,65;36;2025.01.29 16:16
2;7;-7259664;Rocket;Update;1;10;0,65;36;2025.01.29 16:16
2;7;-7233666;Laser;Update;1;6;2;46;2025.01.29 16:16
2;7;-7209312;Rocket;Update;1;10;0,65;36;2025.01.29 16:16
2;7;-7179282;Rocket;Update;0;8;0,5;12;2025.01.29 16:16
2;7;-7170990;Rocket;Update;0;8;0,5;12;2025.01.29 16:16
2;7;-7160348;Rocket;Update;0;8;0,5;12;2025.01.29 16:16
2;7;-7129114;MachineGun;Update;1;7;5;12;2025.01.29 16:16
2;7;-7126582;MachineGun;Update;1;7;5;12;2025.01.29 16:16
2;7;-7123500;MachineGun;Update;1;7;5;12;2025.01.29 16:16
2;8;-7302730;MachineGun;Update;2;8;5;26;2025.01.29 16:17
2;8;-7285734;MachineGun;Update;2;8;5;26;2025.01.29 16:17
2;8;-7281990;MachineGun;Update;2;8;5;26;2025.01.29 16:17
2;8;-7261898;Rocket;Update;1;10;0,65;36;2025.01.29 16:17
2;8;-7259664;Rocket;Update;1;10;0,65;36;2025.01.29 16:17
2;8;-7233666;Laser;Update;1;6;2;46;2025.01.29 16:17
2;8;-7209312;Rocket;Update;1;10;0,65;36;2025.01.29 16:17
2;8;-7179282;Rocket;Update;0;8;0,5;12;2025.01.29 16:17
2;8;-7170990;Rocket;Update;0;8;0,5;12;2025.01.29 16:17
2;8;-7160348;Rocket;Update;0;8;0,5;12;2025.01.29 16:17
2;8;-7126582;MachineGun;Update;1;7;5;12;2025.01.29 16:17
2;8;-7123500;MachineGun;Update;1;7;5;12;2025.01.29 16:17
2;1;NaN;NaN;GameStart;NaN;NaN;NaN;NaN;2025.01.29 16:17
2;1;-7337998;MachineGun;Update;1;7;5;12;2025.01.29 16:18
2;1;-7336156;MachineGun;Update;0;6;4;4;2025.01.29 16:18
2;1;-7328502;MachineGun;Update;0;6;4;4;2025.01.29 16:18
2;1;-7322650;MachineGun;Update;0;6;4;4;2025.01.29 16:18
2;1;-7318152;MachineGun;Update;0;6;4;4;2025.01.29 16:18
2;1;-7315256;MachineGun;Update;0;6;4;4;2025.01.29 16:18
2;1;-7315106;Rocket;Update;0;8;0,5;12;2025.01.29 16:18
2;2;-7362630;Rocket;Update;0;8;0,5;12;2025.01.29 16:18
2;2;-7354120;Rocket;Update;0;8;0,5;12;2025.01.29 16:18
2;2;-7347554;Rocket;Update;0;8;0,5;12;2025.01.29 16:18
2;2;-7337998;MachineGun;Update;1;7;5;12;2025.01.29 16:18
2;2;-7336156;MachineGun;Update;0;6;4;4;2025.01.29 16:18
2;2;-7328502;MachineGun;Update;0;6;4;4;2025.01.29 16:18
2;2;-7322650;MachineGun;Update;0;6;4;4;2025.01.29 16:18
2;2;-7318152;MachineGun;Update;0;6;4;4;2025.01.29 16:18
2;2;-7315256;MachineGun;Update;0;6;4;4;2025.01.29 16:18
2;2;-7315106;Rocket;Update;0;8;0,5;12;2025.01.29 16:18
2;3;-7382280;Rocket;Update;0;8;0,5;12;2025.01.29 16:18
2;3;-7381670;Rocket;Update;0;8;0,5;12;2025.01.29 16:18
2;3;-7362630;Rocket;Update;0;8;0,5;12;2025.01.29 16:18
2;3;-7354120;Rocket;Update;0;8;0,5;12;2025.01.29 16:18
2;3;-7347554;Rocket;Update;0;8;0,5;12;2025.01.29 16:18
2;3;-7337998;MachineGun;Update;1;7;5;12;2025.01.29 16:18
2;3;-7336156;MachineGun;Update;0;6;4;4;2025.01.29 16:18
2;3;-7328502;MachineGun;Update;0;6;4;4;2025.01.29 16:18
2;3;-7322650;MachineGun;Update;0;6;4;4;2025.01.29 16:18
2;3;-7318152;MachineGun;Update;0;6;4;4;2025.01.29 16:18
2;3;-7315256;MachineGun;Update;0;6;4;4;2025.01.29 16:18
2;3;-7315106;Rocket;Update;0;8;0,5;12;2025.01.29 16:18
2;4;-7408648;MachineGun;Update;2;8;5;26;2025.01.29 16:19
2;4;-7406556;MachineGun;Update;2;8;5;26;2025.01.29 16:19
2;4;-7392966;MachineGun;Update;1;7;5;12;2025.01.29 16:19
2;4;-7382280;Rocket;Update;0;8;0,5;12;2025.01.29 16:19
2;4;-7381670;Rocket;Update;0;8;0,5;12;2025.01.29 16:19
2;4;-7362630;Rocket;Update;0;8;0,5;12;2025.01.29 16:19
2;4;-7354120;Rocket;Update;0;8;0,5;12;2025.01.29 16:19
2;4;-7347554;Rocket;Update;0;8;0,5;12;2025.01.29 16:19
2;4;-7336156;MachineGun;Update;0;6;4;4;2025.01.29 16:19
2;4;-7328502;MachineGun;Update;0;6;4;4;2025.01.29 16:19
2;4;-7315256;MachineGun;Update;0;6;4;4;2025.01.29 16:19
2;4;-7315106;Rocket;Update;0;8;0,5;12;2025.01.29 16:19
2;5;-7439932;MachineGun;Update;2;8;5;26;2025.01.29 16:19
2;5;-7429726;MachineGun;Update;1;7;5;12;2025.01.29 16:19
2;5;-7417002;MachineGun;Update;2;8;5;26;2025.01.29 16:19
2;5;-7408648;MachineGun;Update;2;8;5;26;2025.01.29 16:19
2;5;-7406556;MachineGun;Update;2;8;5;26;2025.01.29 16:19
2;5;-7382280;Rocket;Update;0;8;0,5;12;2025.01.29 16:19
2;5;-7381670;Rocket;Update;0;8;0,5;12;2025.01.29 16:19
2;5;-7362630;Rocket;Update;0;8;0,5;12;2025.01.29 16:19
2;5;-7354120;Rocket;Update;0;8;0,5;12;2025.01.29 16:19
2;5;-7347554;Rocket;Update;0;8;0,5;12;2025.01.29 16:19
2;5;-7336156;MachineGun;Update;0;6;4;4;2025.01.29 16:19
2;5;-7315106;Rocket;Update;0;8;0,5;12;2025.01.29 16:19
2;6;-7473696;MachineGun;Update;2;8;5;26;2025.01.29 16:19
2;6;-7439932;MachineGun;Update;2;8;5;26;2025.01.29 16:19
2;6;-7417002;MachineGun;Update;2;8;5;26;2025.01.29 16:19
2;6;-7408648;MachineGun;Update;2;8;5;26;2025.01.29 16:19
2;6;-7406556;MachineGun;Update;2;8;5;26;2025.01.29 16:19
2;6;-7382280;Rocket;Update;0;8;0,5;12;2025.01.29 16:19
2;6;-7381670;Rocket;Update;0;8;0,5;12;2025.01.29 16:19
2;6;-7362630;Rocket;Update;0;8;0,5;12;2025.01.29 16:19
2;6;-7354120;Rocket;Update;0;8;0,5;12;2025.01.29 16:19
2;6;-7347554;Rocket;Update;0;8;0,5;12;2025.01.29 16:19
2;6;-7336156;MachineGun;Update;0;6;4;4;2025.01.29 16:19
2;6;-7315106;Rocket;Update;0;8;0,5;12;2025.01.29 16:19
2;7;-7494852;MachineGun;Update;2;8;5;26;2025.01.29 16:20
2;7;-7478526;Rocket;Update;1;10;0,65;36;2025.01.29 16:20
2;7;-7473696;MachineGun;Update;2;8;5;26;2025.01.29 16:20
2;7;-7439932;MachineGun;Update;2;8;5;26;2025.01.29 16:20
2;7;-7417002;MachineGun;Update;2;8;5;26;2025.01.29 16:20
2;7;-7408648;MachineGun;Update;2;8;5;26;2025.01.29 16:20
2;7;-7406556;MachineGun;Update;2;8;5;26;2025.01.29 16:20
2;7;-7382280;Rocket;Update;0;8;0,5;12;2025.01.29 16:20
2;7;-7381670;Rocket;Update;0;8;0,5;12;2025.01.29 16:20
2;7;-7362630;Rocket;Update;0;8;0,5;12;2025.01.29 16:20
2;7;-7354120;Rocket;Update;0;8;0,5;12;2025.01.29 16:20
2;7;-7347554;Rocket;Update;0;8;0,5;12;2025.01.29 16:20
2;8;-7533118;Rocket;Update;2;10;0,8;68;2025.01.29 16:20
2;8;-7498996;Rocket;Update;1;10;0,65;36;2025.01.29 16:20
2;8;-7494852;MachineGun;Update;2;8;5;26;2025.01.29 16:20
2;8;-7473696;MachineGun;Update;2;8;5;26;2025.01.29 16:20
2;8;-7439932;MachineGun;Update;2;8;5;26;2025.01.29 16:20
2;8;-7417002;MachineGun;Update;2;8;5;26;2025.01.29 16:20
2;8;-7408648;MachineGun;Update;2;8;5;26;2025.01.29 16:20
2;8;-7406556;MachineGun;Update;2;8;5;26;2025.01.29 16:20
2;8;-7382280;Rocket;Update;0;8;0,5;12;2025.01.29 16:20
2;8;-7381670;Rocket;Update;0;8;0,5;12;2025.01.29 16:20
2;8;-7354120;Rocket;Update;0;8;0,5;12;2025.01.29 16:20
2;8;-7347554;Rocket;Update;0;8;0,5;12;2025.01.29 16:20
2;9;-7580758;Rocket;Update;1;10;0,65;36;2025.01.29 16:20
2;9;-7569902;Rocket;Update;1;10;0,65;36;2025.01.29 16:20
2;9;-7533118;Rocket;Update;2;10;0,8;68;2025.01.29 16:20
2;9;-7498996;Rocket;Update;1;10;0,65;36;2025.01.29 16:20
2;9;-7494852;MachineGun;Update;2;8;5;26;2025.01.29 16:20
2;9;-7473696;MachineGun;Update;2;8;5;26;2025.01.29 16:20
2;9;-7439932;MachineGun;Update;2;8;5;26;2025.01.29 16:20
2;9;-7417002;MachineGun;Update;2;8;5;26;2025.01.29 16:20
2;9;-7408648;MachineGun;Update;2;8;5;26;2025.01.29 16:20
2;9;-7406556;MachineGun;Update;2;8;5;26;2025.01.29 16:20
2;9;-7382280;Rocket;Update;0;8;0,5;12;2025.01.29 16:20
2;9;-7381670;Rocket;Update;0;8;0,5;12;2025.01.29 16:20
2;10;-7616518;Rocket;Update;2;10;0,8;68;2025.01.29 16:21
2;10;-7580758;Rocket;Update;1;10;0,65;36;2025.01.29 16:21
2;10;-7569902;Rocket;Update;1;10;0,65;36;2025.01.29 16:21
2;10;-7533118;Rocket;Update;2;10;0,8;68;2025.01.29 16:21
2;10;-7494852;MachineGun;Update;2;8;5;26;2025.01.29 16:21
2;10;-7473696;MachineGun;Update;2;8;5;26;2025.01.29 16:21
2;10;-7439932;MachineGun;Update;2;8;5;26;2025.01.29 16:21
2;10;-7417002;MachineGun;Update;2;8;5;26;2025.01.29 16:21
2;10;-7408648;MachineGun;Update;2;8;5;26;2025.01.29 16:21
2;10;-7406556;MachineGun;Update;2;8;5;26;2025.01.29 16:21
2;10;-7382280;Rocket;Update;0;8;0,5;12;2025.01.29 16:21
2;10;-7381670;Rocket;Update;0;8;0,5;12;2025.01.29 16:21
2;10;-7616518;Rocket;Update;2;10;0,8;68;2025.01.29 16:21
2;10;-7580758;Rocket;Update;1;10;0,65;36;2025.01.29 16:21
2;10;-7569902;Rocket;Update;1;10;0,65;36;2025.01.29 16:21
2;10;-7533118;Rocket;Update;2;10;0,8;68;2025.01.29 16:21
2;10;-7494852;MachineGun;Update;2;8;5;26;2025.01.29 16:21
2;10;-7473696;MachineGun;Update;2;8;5;26;2025.01.29 16:21
2;10;-7439932;MachineGun;Update;2;8;5;26;2025.01.29 16:21
2;10;-7417002;MachineGun;Update;2;8;5;26;2025.01.29 16:21
2;10;-7408648;MachineGun;Update;2;8;5;26;2025.01.29 16:21
2;10;-7406556;MachineGun;Update;2;8;5;26;2025.01.29 16:21
2;10;-7382280;Rocket;Update;0;8;0,5;12;2025.01.29 16:21
2;10;-7381670;Rocket;Update;0;8;0,5;12;2025.01.29 16:21
3;1;NaN;NaN;GameStart;NaN;NaN;NaN;NaN;2025.01.29 16:36
3;1;-7632088;MachineGun;Update;0;6;4;4;2025.01.29 16:37
3;1;-7632052;MachineGun;Update;0;6;4;4;2025.01.29 16:37
3;1;-7631978;Rocket;Update;0;8;0,5;12;2025.01.29 16:37
3;1;NaN;NaN;GameStart;NaN;NaN;NaN;NaN;2025.01.29 16:37
3;1;-7653022;MachineGun;Update;0;6;4;4;2025.01.29 16:38
3;1;-7650410;MachineGun;Update;0;6;4;4;2025.01.29 16:38
3;1;-7645628;MachineGun;Update;0;6;4;4;2025.01.29 16:38
3;1;-7640534;MachineGun;Update;0;6;4;4;2025.01.29 16:38
3;1;-7640498;MachineGun;Update;0;6;4;4;2025.01.29 16:38
3;1;-7640424;Rocket;Update;0;8;0,5;12;2025.01.29 16:38
3;2;-7674354;Rocket;Update;0;8;0,5;12;2025.01.29 16:39
3;2;-7672568;Rocket;Update;0;8;0,5;12;2025.01.29 16:39
3;2;-7670886;MachineGun;Update;0;6;4;4;2025.01.29 16:39
3;2;-7661850;MachineGun;Update;0;6;4;4;2025.01.29 16:39
3;2;-7661736;Rocket;Update;0;8;0,5;12;2025.01.29 16:39
3;2;-7653022;MachineGun;Update;0;6;4;4;2025.01.29 16:39
3;2;-7650410;MachineGun;Update;0;6;4;4;2025.01.29 16:39
3;2;-7645628;MachineGun;Update;0;6;4;4;2025.01.29 16:39
3;2;-7640534;MachineGun;Update;0;6;4;4;2025.01.29 16:39
3;2;-7640498;MachineGun;Update;0;6;4;4;2025.01.29 16:39
3;2;-7640424;Rocket;Update;0;8;0,5;12;2025.01.29 16:39
3;3;-7705994;Rocket;Update;0;8;0,5;12;2025.01.29 16:39
3;3;-7698468;Rocket;Update;0;8;0,5;12;2025.01.29 16:39
3;3;-7692382;MachineGun;Update;1;7;5;12;2025.01.29 16:39
3;3;-7689914;MachineGun;Update;1;7;5;12;2025.01.29 16:39
3;3;-7679762;MachineGun;Update;1;7;5;12;2025.01.29 16:39
3;3;-7674354;Rocket;Update;0;8;0,5;12;2025.01.29 16:39
3;3;-7672568;Rocket;Update;0;8;0,5;12;2025.01.29 16:39
3;3;-7670886;MachineGun;Update;0;6;4;4;2025.01.29 16:39
3;3;-7661850;MachineGun;Update;0;6;4;4;2025.01.29 16:39
3;3;-7661736;Rocket;Update;0;8;0,5;12;2025.01.29 16:39
3;3;-7653022;MachineGun;Update;0;6;4;4;2025.01.29 16:39
3;3;-7645628;MachineGun;Update;0;6;4;4;2025.01.29 16:39
3;3;-7640424;Rocket;Update;0;8;0,5;12;2025.01.29 16:39
3;4;-7735052;Rocket;Update;1;10;0,65;36;2025.01.29 16:40
3;4;-7730496;Rocket;Update;0;8;0,5;12;2025.01.29 16:40
3;4;-7705994;Rocket;Update;0;8;0,5;12;2025.01.29 16:40
3;4;-7698468;Rocket;Update;0;8;0,5;12;2025.01.29 16:40
3;4;-7692382;MachineGun;Update;1;7;5;12;2025.01.29 16:40
3;4;-7689914;MachineGun;Update;1;7;5;12;2025.01.29 16:40
3;4;-7679762;MachineGun;Update;1;7;5;12;2025.01.29 16:40
3;4;-7674354;Rocket;Update;0;8;0,5;12;2025.01.29 16:40
3;4;-7672568;Rocket;Update;0;8;0,5;12;2025.01.29 16:40
3;4;-7670886;MachineGun;Update;0;6;4;4;2025.01.29 16:40
3;4;-7661850;MachineGun;Update;0;6;4;4;2025.01.29 16:40
3;4;-7653022;MachineGun;Update;0;6;4;4;2025.01.29 16:40
3;4;-7645628;MachineGun;Update;0;6;4;4;2025.01.29 16:40
3;4;-7640424;Rocket;Update;0;8;0,5;12;2025.01.29 16:40
3;5;-7735052;Rocket;Update;1;10;0,65;36;2025.01.29 16:40
3;5;-7730496;Rocket;Update;0;8;0,5;12;2025.01.29 16:40
3;5;-7705994;Rocket;Update;0;8;0,5;12;2025.01.29 16:40
3;5;-7698468;Rocket;Update;0;8;0,5;12;2025.01.29 16:40
3;5;-7692382;MachineGun;Update;1;7;5;12;2025.01.29 16:40
3;5;-7689914;MachineGun;Update;1;7;5;12;2025.01.29 16:40
3;5;-7679762;MachineGun;Update;1;7;5;12;2025.01.29 16:40
3;5;-7674354;Rocket;Update;0;8;0,5;12;2025.01.29 16:40
3;5;-7672568;Rocket;Update;0;8;0,5;12;2025.01.29 16:40
3;5;-7670886;MachineGun;Update;0;6;4;4;2025.01.29 16:40
3;5;-7661850;MachineGun;Update;0;6;4;4;2025.01.29 16:40
3;5;-7653022;MachineGun;Update;0;6;4;4;2025.01.29 16:40
3;5;-7645628;MachineGun;Update;0;6;4;4;2025.01.29 16:40
3;5;-7640424;Rocket;Update;0;8;0,5;12;2025.01.29 16:40
3;6;-7766248;MachineGun;Update;1;7;5;12;2025.01.29 16:40
3;6;-7765194;MachineGun;Update;1;7;5;12;2025.01.29 16:40
3;6;-7764866;MachineGun;Update;1;7;5;12;2025.01.29 16:40
3;6;-7764638;Rocket;Update;1;10;0,65;36;2025.01.29 16:40
3;6;-7735052;Rocket;Update;1;10;0,65;36;2025.01.29 16:40
3;6;-7730496;Rocket;Update;0;8;0,5;12;2025.01.29 16:40
3;6;-7705994;Rocket;Update;0;8;0,5;12;2025.01.29 16:40
3;6;-7698468;Rocket;Update;0;8;0,5;12;2025.01.29 16:40
3;6;-7692382;MachineGun;Update;1;7;5;12;2025.01.29 16:40
3;6;-7689914;MachineGun;Update;1;7;5;12;2025.01.29 16:40
3;6;-7679762;MachineGun;Update;1;7;5;12;2025.01.29 16:40
3;6;-7674354;Rocket;Update;0;8;0,5;12;2025.01.29 16:40
3;6;-7672568;Rocket;Update;0;8;0,5;12;2025.01.29 16:40
3;6;-7645628;MachineGun;Update;0;6;4;4;2025.01.29 16:40
3;7;-7766248;MachineGun;Update;1;7;5;12;2025.01.29 16:41
3;7;-7765194;MachineGun;Update;1;7;5;12;2025.01.29 16:41
3;7;-7764866;MachineGun;Update;1;7;5;12;2025.01.29 16:41
3;7;-7764638;Rocket;Update;1;10;0,65;36;2025.01.29 16:41
3;7;-7735052;Rocket;Update;1;10;0,65;36;2025.01.29 16:41
3;7;-7730496;Rocket;Update;0;8;0,5;12;2025.01.29 16:41
3;7;-7705994;Rocket;Update;0;8;0,5;12;2025.01.29 16:41
3;7;-7698468;Rocket;Update;0;8;0,5;12;2025.01.29 16:41
3;7;-7692382;MachineGun;Update;1;7;5;12;2025.01.29 16:41
3;7;-7689914;MachineGun;Update;1;7;5;12;2025.01.29 16:41
3;7;-7679762;MachineGun;Update;1;7;5;12;2025.01.29 16:41
3;7;-7674354;Rocket;Update;0;8;0,5;12;2025.01.29 16:41
3;7;-7672568;Rocket;Update;0;8;0,5;12;2025.01.29 16:41
3;7;-7645628;MachineGun;Update;0;6;4;4;2025.01.29 16:41
3;8;-7840124;MachineGun;Update;2;8;5;26;2025.01.29 16:41
3;8;-7838776;MachineGun;Update;2;8;5;26;2025.01.29 16:41
3;8;-7837940;MachineGun;Update;2;8;5;26;2025.01.29 16:41
3;8;-7837668;MachineGun;Update;2;8;5;26;2025.01.29 16:41
3;8;-7837512;MachineGun;Update;2;8;5;26;2025.01.29 16:41
3;8;-7765194;MachineGun;Update;1;7;5;12;2025.01.29 16:41
3;8;-7764866;MachineGun;Update;1;7;5;12;2025.01.29 16:41
3;8;-7764638;Rocket;Update;1;10;0,65;36;2025.01.29 16:41
3;8;-7735052;Rocket;Update;1;10;0,65;36;2025.01.29 16:41
3;8;-7730496;Rocket;Update;0;8;0,5;12;2025.01.29 16:41
3;8;-7705994;Rocket;Update;0;8;0,5;12;2025.01.29 16:41
3;8;-7698468;Rocket;Update;0;8;0,5;12;2025.01.29 16:41
3;8;-7674354;Rocket;Update;0;8;0,5;12;2025.01.29 16:41
3;8;-7672568;Rocket;Update;0;8;0,5;12;2025.01.29 16:41
3;9;-7918408;MachineGun;Update;0;6;4;4;2025.01.29 16:42
3;9;-7904218;Rocket;Update;2;10;0,8;68;2025.01.29 16:42
3;9;-7878214;Rocket;Update;2;10;0,8;68;2025.01.29 16:42
3;9;-7840124;MachineGun;Update;2;8;5;26;2025.01.29 16:42
3;9;-7838776;MachineGun;Update;2;8;5;26;2025.01.29 16:42
3;9;-7837940;MachineGun;Update;2;8;5;26;2025.01.29 16:42
3;9;-7837668;MachineGun;Update;2;8;5;26;2025.01.29 16:42
3;9;-7837512;MachineGun;Update;2;8;5;26;2025.01.29 16:42
3;9;-7765194;MachineGun;Update;1;7;5;12;2025.01.29 16:42
3;9;-7764866;MachineGun;Update;1;7;5;12;2025.01.29 16:42
3;9;-7730496;Rocket;Update;0;8;0,5;12;2025.01.29 16:42
3;9;-7705994;Rocket;Update;0;8;0,5;12;2025.01.29 16:42
3;9;-7698468;Rocket;Update;0;8;0,5;12;2025.01.29 16:42
3;9;-7674354;Rocket;Update;0;8;0,5;12;2025.01.29 16:42
3;9;-7672568;Rocket;Update;0;8;0,5;12;2025.01.29 16:42
3;10;-7946906;MachineGun;Update;2;8;5;26;2025.01.29 16:42
3;10;-7936626;MachineGun;Update;1;7;5;12;2025.01.29 16:42
3;10;-7919028;MachineGun;Update;1;7;5;12;2025.01.29 16:42
3;10;-7904218;Rocket;Update;2;10;0,8;68;2025.01.29 16:42
3;10;-7878214;Rocket;Update;2;10;0,8;68;2025.01.29 16:42
3;10;-7840124;MachineGun;Update;2;8;5;26;2025.01.29 16:42
3;10;-7838776;MachineGun;Update;2;8;5;26;2025.01.29 16:42
3;10;-7837940;MachineGun;Update;2;8;5;26;2025.01.29 16:42
3;10;-7837668;MachineGun;Update;2;8;5;26;2025.01.29 16:42
3;10;-7837512;MachineGun;Update;2;8;5;26;2025.01.29 16:42
3;10;-7765194;MachineGun;Update;1;7;5;12;2025.01.29 16:42
3;10;-7764866;MachineGun;Update;1;7;5;12;2025.01.29 16:42
3;10;-7730496;Rocket;Update;0;8;0,5;12;2025.01.29 16:42
3;10;-7705994;Rocket;Update;0;8;0,5;12;2025.01.29 16:42
3;10;-7698468;Rocket;Update;0;8;0,5;12;2025.01.29 16:42
3;10;-7674354;Rocket;Update;0;8;0,5;12;2025.01.29 16:42
3;10;-7672568;Rocket;Update;0;8;0,5;12;2025.01.29 16:42
4;1;NaN;NaN;GameStart;NaN;NaN;NaN;NaN;2025.01.29 16:42
4;1;-7978634;Rocket;Update;0;8;0,5;12;2025.01.29 16:43
4;1;-7970070;MachineGun;Update;0;6;4;4;2025.01.29 16:43
4;1;-7968192;MachineGun;Update;0;6;4;4;2025.01.29 16:43
4;1;-7964220;MachineGun;Update;0;6;4;4;2025.01.29 16:43
4;1;-7964184;MachineGun;Update;0;6;4;4;2025.01.29 16:43
4;1;-7964068;MachineGun;Update;0;6;4;4;2025.01.29 16:43
4;1;-7964032;MachineGun;Update;0;6;4;4;2025.01.29 16:43
4;1;-7963918;Rocket;Update;0;8;0,5;12;2025.01.29 16:43
4;2;-8000946;Rocket;Update;0;8;0,5;12;2025.01.29 16:44
4;2;-7997212;MachineGun;Update;1;7;5;12;2025.01.29 16:44
4;2;-7994654;MachineGun;Update;1;7;5;12;2025.01.29 16:44
4;2;-7992744;Rocket;Update;0;8;0,5;12;2025.01.29 16:44
4;2;-7987950;Rocket;Update;0;8;0,5;12;2025.01.29 16:44
4;2;-7978634;Rocket;Update;0;8;0,5;12;2025.01.29 16:44
4;2;-7970070;MachineGun;Update;0;6;4;4;2025.01.29 16:44
4;2;-7968192;MachineGun;Update;0;6;4;4;2025.01.29 16:44
4;2;-7964220;MachineGun;Update;0;6;4;4;2025.01.29 16:44
4;2;-7964068;MachineGun;Update;0;6;4;4;2025.01.29 16:44
4;2;-7963918;Rocket;Update;0;8;0,5;12;2025.01.29 16:44
4;3;-8000946;Rocket;Update;0;8;0,5;12;2025.01.29 16:44
4;3;-7997212;MachineGun;Update;1;7;5;12;2025.01.29 16:44
4;3;-7994654;MachineGun;Update;1;7;5;12;2025.01.29 16:44
4;3;-7992744;Rocket;Update;0;8;0,5;12;2025.01.29 16:44
4;3;-7987950;Rocket;Update;0;8;0,5;12;2025.01.29 16:44
4;3;-7978634;Rocket;Update;0;8;0,5;12;2025.01.29 16:44
4;3;-7970070;MachineGun;Update;0;6;4;4;2025.01.29 16:44
4;3;-7968192;MachineGun;Update;0;6;4;4;2025.01.29 16:44
4;3;-7964220;MachineGun;Update;0;6;4;4;2025.01.29 16:44
4;3;-7964068;MachineGun;Update;0;6;4;4;2025.01.29 16:44
4;3;-7963918;Rocket;Update;0;8;0,5;12;2025.01.29 16:44
4;4;-8050544;MachineGun;Update;1;7;5;12;2025.01.29 16:44
4;4;-8049332;MachineGun;Update;1;7;5;12;2025.01.29 16:44
4;4;-8027944;MachineGun;Update;1;7;5;12;2025.01.29 16:44
4;4;-8027782;MachineGun;Update;1;7;5;12;2025.01.29 16:44
4;4;-8027650;MachineGun;Update;2;8;5;26;2025.01.29 16:44
4;4;-8027376;Rocket;Update;0;8;0,5;12;2025.01.29 16:44
4;4;-8000946;Rocket;Update;0;8;0,5;12;2025.01.29 16:44
4;4;-7994654;MachineGun;Update;1;7;5;12;2025.01.29 16:44
4;4;-7992744;Rocket;Update;0;8;0,5;12;2025.01.29 16:44
4;4;-7987950;Rocket;Update;0;8;0,5;12;2025.01.29 16:44
4;4;-7978634;Rocket;Update;0;8;0,5;12;2025.01.29 16:44
4;4;-7963918;Rocket;Update;0;8;0,5;12;2025.01.29 16:44
4;5;-8071082;MachineGun;Update;2;8;5;26;2025.01.29 16:45
4;5;-8068670;MachineGun;Update;2;8;5;26;2025.01.29 16:45
4;5;-8057102;Rocket;Update;0;8;0,5;12;2025.01.29 16:45
4;5;-8057010;Rocket;Update;0;8;0,5;12;2025.01.29 16:45
4;5;-8050544;MachineGun;Update;1;7;5;12;2025.01.29 16:45
4;5;-8049332;MachineGun;Update;1;7;5;12;2025.01.29 16:45
4;5;-8027782;MachineGun;Update;1;7;5;12;2025.01.29 16:45
4;5;-8027650;MachineGun;Update;2;8;5;26;2025.01.29 16:45
4;5;-8027376;Rocket;Update;0;8;0,5;12;2025.01.29 16:45
